GAME_ID,PLAYER_ID,START_POSITION,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_NAME,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
41800157,201942,F,1610612759,SAS,San Antonio,DeMar DeRozan,,42:31,7.0,21.0,0.33299999999999996,0.0,0.0,0.0,5.0,6.0,0.833,1.0,7.0,8.0,6.0,2.0,0.0,2.0,3.0,19.0,1.0
41800157,200746,F,1610612759,SAS,San Antonio,LaMarcus Aldridge,,41:01,6.0,16.0,0.375,0.0,1.0,0.0,4.0,4.0,1.0,2.0,9.0,11.0,4.0,0.0,3.0,2.0,3.0,16.0,-13.0
41800157,1627751,C,1610612759,SAS,San Antonio,Jakob Poeltl,,18:04,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,-5.0
41800157,1627854,G,1610612759,SAS,San Antonio,Bryn Forbes,,39:18,7.0,11.0,0.636,3.0,4.0,0.75,2.0,3.0,0.667,1.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,19.0,-11.0
41800157,1628401,G,1610612759,SAS,San Antonio,Derrick White,,20:53,0.0,7.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,-9.0
41800157,200752,,1610612759,SAS,San Antonio,Rudy Gay,,33:18,8.0,17.0,0.47100000000000003,2.0,7.0,0.28600000000000003,3.0,3.0,1.0,2.0,6.0,8.0,1.0,1.0,2.0,1.0,1.0,21.0,7.0
41800157,201988,,1610612759,SAS,San Antonio,Patty Mills,,29:19,2.0,7.0,0.28600000000000003,1.0,5.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,7.0
41800157,201158,,1610612759,SAS,San Antonio,Marco Belinelli,,15:36,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
41800157,202722,,1610612759,SAS,San Antonio,Davis Bertans,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
41800157,201967,,1610612759,SAS,San Antonio,Dante Cunningham,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
41800157,202700,,1610612759,SAS,San Antonio,Donatas Motiejunas,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
41800157,202347,,1610612759,SAS,San Antonio,Quincy Pondexter,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
41800157,1629022,,1610612759,SAS,San Antonio,Lonnie Walker IV,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
41800156,201942,F,1610612759,SAS,San Antonio,DeMar DeRozan,,36:20,12.0,16.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,2.0,5.0,7.0,7.0,0.0,0.0,1.0,2.0,25.0,5.0
41800156,200746,F,1610612759,SAS,San Antonio,LaMarcus Aldridge,,37:30,10.0,18.0,0.556,1.0,3.0,0.33299999999999996,5.0,6.0,0.833,2.0,8.0,10.0,5.0,0.0,1.0,0.0,2.0,26.0,12.0
41800156,1627751,C,1610612759,SAS,San Antonio,Jakob Poeltl,,28:24,4.0,6.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,2.0,0.0,1.0,1.0,4.0,8.0,17.0
41800156,1627854,G,1610612759,SAS,San Antonio,Bryn Forbes,,30:29,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,12.0,3.0
41800156,1628401,G,1610612759,SAS,San Antonio,Derrick White,,27:31,4.0,7.0,0.5710000000000001,2.0,3.0,0.667,3.0,4.0,0.75,0.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,13.0,17.0
41800156,200752,,1610612759,SAS,San Antonio,Rudy Gay,,28:15,7.0,11.0,0.636,3.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,19.0,9.0
41800156,201988,,1610612759,SAS,San Antonio,Patty Mills,,25:02,3.0,12.0,0.25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,6.0,4.0
41800156,201158,,1610612759,SAS,San Antonio,Marco Belinelli,,20:07,2.0,4.0,0.5,2.0,4.0,0.5,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,9.0,18.0
41800156,202700,,1610612759,SAS,San Antonio,Donatas Motiejunas,,1:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800156,201967,,1610612759,SAS,San Antonio,Dante Cunningham,,1:45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800156,1629022,,1610612759,SAS,San Antonio,Lonnie Walker IV,,1:45,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
41800156,202347,,1610612759,SAS,San Antonio,Quincy Pondexter,,1:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800156,202722,,1610612759,SAS,San Antonio,Davis Bertans,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
41800155,201942,F,1610612759,SAS,San Antonio,DeMar DeRozan,,28:14,6.0,15.0,0.4,0.0,0.0,0.0,5.0,5.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,17.0,-21.0
41800155,200746,F,1610612759,SAS,San Antonio,LaMarcus Aldridge,,31:11,7.0,13.0,0.5379999999999999,1.0,1.0,1.0,2.0,3.0,0.667,2.0,8.0,10.0,0.0,2.0,1.0,2.0,4.0,17.0,-26.0
41800155,1627751,C,1610612759,SAS,San Antonio,Jakob Poeltl,,25:34,6.0,7.0,0.857,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,4.0,12.0,-9.0
41800155,1627854,G,1610612759,SAS,San Antonio,Bryn Forbes,,24:12,1.0,6.0,0.16699999999999998,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,-17.0
41800155,1628401,G,1610612759,SAS,San Antonio,Derrick White,,21:37,5.0,11.0,0.455,1.0,2.0,0.5,1.0,3.0,0.33299999999999996,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,12.0,-20.0
41800155,200752,,1610612759,SAS,San Antonio,Rudy Gay,,20:18,3.0,9.0,0.33299999999999996,0.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,7.0,1.0,0.0,1.0,0.0,2.0,6.0,-20.0
41800155,201158,,1610612759,SAS,San Antonio,Marco Belinelli,,22:36,3.0,7.0,0.429,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,7.0,-8.0
41800155,202722,,1610612759,SAS,San Antonio,Davis Bertans,,17:05,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,14.0
41800155,201988,,1610612759,SAS,San Antonio,Patty Mills,,21:12,2.0,8.0,0.25,1.0,5.0,0.2,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,5.0,-3.0
41800155,1629022,,1610612759,SAS,San Antonio,Lonnie Walker IV,,12:00,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
41800155,202700,,1610612759,SAS,San Antonio,Donatas Motiejunas,,5:54,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
41800155,201967,,1610612759,SAS,San Antonio,Dante Cunningham,,5:11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
41800155,202347,,1610612759,SAS,San Antonio,Quincy Pondexter,,4:56,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
41800154,201942,F,1610612759,SAS,San Antonio,DeMar DeRozan,,33:53,7.0,13.0,0.5379999999999999,0.0,0.0,0.0,5.0,6.0,0.833,1.0,4.0,5.0,5.0,0.0,0.0,2.0,4.0,19.0,-16.0
41800154,200746,F,1610612759,SAS,San Antonio,LaMarcus Aldridge,,29:25,10.0,18.0,0.556,1.0,2.0,0.5,3.0,4.0,0.75,3.0,6.0,9.0,1.0,2.0,1.0,0.0,2.0,24.0,-8.0
41800154,1627751,C,1610612759,SAS,San Antonio,Jakob Poeltl,,29:47,3.0,5.0,0.6,0.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0,9.0,2.0,0.0,1.0,0.0,4.0,8.0,-12.0
41800154,1627854,G,1610612759,SAS,San Antonio,Bryn Forbes,,27:35,3.0,6.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,10.0,-14.0
41800154,1628401,G,1610612759,SAS,San Antonio,Derrick White,,27:59,3.0,8.0,0.375,0.0,2.0,0.0,2.0,4.0,0.5,0.0,4.0,4.0,5.0,0.0,1.0,4.0,1.0,8.0,-19.0
41800154,201988,,1610612759,SAS,San Antonio,Patty Mills,,17:31,3.0,6.0,0.5,0.0,2.0,0.0,6.0,8.0,0.75,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,12.0,-1.0
41800154,200752,,1610612759,SAS,San Antonio,Rudy Gay,,18:14,0.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,-9.0
41800154,201158,,1610612759,SAS,San Antonio,Marco Belinelli,,17:04,1.0,5.0,0.2,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,-1.0
41800154,202722,,1610612759,SAS,San Antonio,Davis Bertans,,20:22,2.0,4.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,-4.0
41800154,202700,,1610612759,SAS,San Antonio,Donatas Motiejunas,,5:23,3.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0
41800154,1629022,,1610612759,SAS,San Antonio,Lonnie Walker IV,,5:01,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0
41800154,202347,,1610612759,SAS,San Antonio,Quincy Pondexter,,3:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
41800154,201967,,1610612759,SAS,San Antonio,Dante Cunningham,,3:53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
41800153,201942,F,1610612759,SAS,San Antonio,DeMar DeRozan,,37:38,9.0,18.0,0.5,0.0,1.0,0.0,7.0,8.0,0.875,2.0,2.0,4.0,5.0,3.0,0.0,0.0,3.0,25.0,6.0
41800153,200746,F,1610612759,SAS,San Antonio,LaMarcus Aldridge,,34:06,8.0,17.0,0.47100000000000003,0.0,1.0,0.0,2.0,2.0,1.0,4.0,7.0,11.0,5.0,0.0,1.0,2.0,3.0,18.0,27.0
41800153,1627751,C,1610612759,SAS,San Antonio,Jakob Poeltl,,30:30,4.0,5.0,0.8,0.0,0.0,0.0,2.0,4.0,0.5,5.0,2.0,7.0,3.0,1.0,0.0,0.0,4.0,10.0,14.0
41800153,1627854,G,1610612759,SAS,San Antonio,Bryn Forbes,,34:18,3.0,10.0,0.3,3.0,7.0,0.429,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,10.0,20.0
41800153,1628401,G,1610612759,SAS,San Antonio,Derrick White,,33:00,15.0,21.0,0.7140000000000001,1.0,4.0,0.25,5.0,6.0,0.833,0.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,36.0,30.0
41800153,200752,,1610612759,SAS,San Antonio,Rudy Gay,,23:34,2.0,8.0,0.25,1.0,2.0,0.5,6.0,8.0,0.75,3.0,7.0,10.0,2.0,1.0,0.0,3.0,4.0,11.0,-8.0
41800153,201988,,1610612759,SAS,San Antonio,Patty Mills,,17:41,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-13.0
41800153,201158,,1610612759,SAS,San Antonio,Marco Belinelli,,16:33,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,-3.0
41800153,202722,,1610612759,SAS,San Antonio,Davis Bertans,,5:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
41800153,202700,,1610612759,SAS,San Antonio,Donatas Motiejunas,,4:13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-10.0
41800153,1629022,,1610612759,SAS,San Antonio,Lonnie Walker IV,,0:53,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
41800153,201967,,1610612759,SAS,San Antonio,Dante Cunningham,,0:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
41800153,202347,,1610612759,SAS,San Antonio,Quincy Pondexter,,0:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
41800152,201942,F,1610612759,SAS,San Antonio,DeMar DeRozan,,32:42,11.0,19.0,0.579,0.0,0.0,0.0,9.0,9.0,1.0,1.0,6.0,7.0,2.0,2.0,0.0,1.0,2.0,31.0,-5.0
41800152,200746,F,1610612759,SAS,San Antonio,LaMarcus Aldridge,,36:51,8.0,20.0,0.4,0.0,2.0,0.0,8.0,10.0,0.8,1.0,7.0,8.0,3.0,0.0,0.0,1.0,4.0,24.0,-12.0
41800152,1627751,C,1610612759,SAS,San Antonio,Jakob Poeltl,,20:21,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,0.5,4.0,4.0,8.0,1.0,0.0,2.0,1.0,5.0,5.0,5.0
41800152,1627854,G,1610612759,SAS,San Antonio,Bryn Forbes,,26:20,2.0,6.0,0.33299999999999996,1.0,4.0,0.25,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,5.0,10.0
41800152,1628401,G,1610612759,SAS,San Antonio,Derrick White,,31:57,7.0,11.0,0.636,1.0,2.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,17.0,-9.0
41800152,201158,,1610612759,SAS,San Antonio,Marco Belinelli,,22:32,3.0,5.0,0.6,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,-10.0
41800152,200752,,1610612759,SAS,San Antonio,Rudy Gay,,28:05,2.0,9.0,0.222,0.0,1.0,0.0,1.0,1.0,1.0,3.0,6.0,9.0,3.0,0.0,0.0,2.0,1.0,5.0,-18.0
41800152,201988,,1610612759,SAS,San Antonio,Patty Mills,,20:20,2.0,5.0,0.4,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,2.0,5.0,-13.0
41800152,202722,,1610612759,SAS,San Antonio,Davis Bertans,,15:53,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,-1.0
41800152,1629022,,1610612759,SAS,San Antonio,Lonnie Walker IV,,1:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
41800152,202700,,1610612759,SAS,San Antonio,Donatas Motiejunas,,1:15,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
