,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,isSASWin
22066,2015-03-20,21401028,Final,1610612759,1610612738,2014,1610612759,101.0,0.469,0.87,0.217,31.0,45.0,1610612738,89.0,0.39799999999999996,0.7,0.25,19.0,47.0,1,1
22079,2015-03-18,21401010,Final,1610612749,1610612759,2014,1610612749,103.0,0.488,0.75,0.5,28.0,43.0,1610612759,114.0,0.5,0.789,0.4,27.0,34.0,0,1
22086,2015-03-17,21401001,Final,1610612752,1610612759,2014,1610612752,104.0,0.451,0.7040000000000001,0.214,22.0,50.0,1610612759,100.0,0.38299999999999995,0.833,0.214,17.0,49.0,1,0
22104,2015-03-15,21400986,Final,1610612759,1610612750,2014,1610612759,123.0,0.583,0.867,0.545,38.0,42.0,1610612750,97.0,0.442,0.778,0.467,25.0,40.0,1,1
22126,2015-03-12,21400964,Final,1610612759,1610612739,2014,1610612759,125.0,0.563,0.7040000000000001,0.308,28.0,41.0,1610612739,128.0,0.484,0.867,0.5379999999999999,19.0,37.0,0,0
22141,2015-03-10,21400949,Final,1610612759,1610612761,2014,1610612759,117.0,0.48200000000000004,0.8,0.611,24.0,45.0,1610612761,107.0,0.44299999999999995,0.722,0.308,19.0,46.0,1,1
22152,2015-03-08,21400931,Final,1610612759,1610612741,2014,1610612759,116.0,0.489,0.792,0.409,14.0,35.0,1610612741,105.0,0.507,0.897,0.33299999999999996,20.0,44.0,1,1
22177,2015-03-06,21400921,Final,1610612759,1610612743,2014,1610612759,120.0,0.544,0.758,0.375,24.0,36.0,1610612743,111.0,0.523,0.652,0.353,21.0,38.0,1,1
22191,2015-03-04,21400906,Final,1610612759,1610612758,2014,1610612759,112.0,0.529,0.75,0.435,23.0,44.0,1610612758,85.0,0.3720000000000001,0.706,0.33299999999999996,15.0,35.0,1,1
22219,2015-02-28,21400875,Final,1610612756,1610612759,2014,1610612756,74.0,0.298,0.792,0.313,13.0,42.0,1610612759,101.0,0.446,0.882,0.21100000000000002,18.0,56.0,0,1
22232,2015-02-27,21400867,Final,1610612758,1610612759,2014,1610612758,96.0,0.48100000000000004,0.826,0.25,15.0,47.0,1610612759,107.0,0.39799999999999996,0.9059999999999999,0.348,18.0,42.0,0,1
22248,2015-02-25,21400853,Final,1610612757,1610612759,2014,1610612757,111.0,0.506,0.8,0.5,25.0,45.0,1610612759,95.0,0.435,0.929,0.381,20.0,37.0,1,0
22259,2015-02-23,21400836,Final,1610612762,1610612759,2014,1610612762,90.0,0.41,0.7829999999999999,0.267,14.0,49.0,1610612759,81.0,0.405,0.5710000000000001,0.263,17.0,44.0,1,0
22286,2015-02-20,21400814,Final,1610612744,1610612759,2014,1610612744,110.0,0.488,0.611,0.515,29.0,40.0,1610612759,99.0,0.48100000000000004,0.75,0.316,25.0,44.0,1,0
22289,2015-02-19,21400802,Final,1610612746,1610612759,2014,1610612746,119.0,0.545,0.519,0.42100000000000004,26.0,43.0,1610612759,115.0,0.512,0.826,0.35700000000000004,34.0,38.0,1,0
22293,2015-02-11,21400790,Final,1610612765,1610612759,2014,1610612765,87.0,0.40700000000000003,0.706,0.429,17.0,36.0,1610612759,104.0,0.47700000000000004,0.909,0.37,26.0,45.0,0,1
22308,2015-02-09,21400774,Final,1610612754,1610612759,2014,1610612754,93.0,0.409,1.0,0.381,24.0,50.0,1610612759,95.0,0.41600000000000004,0.882,0.24,18.0,42.0,0,1
22324,2015-02-08,21400772,Final,1610612761,1610612759,2014,1610612761,87.0,0.4320000000000001,0.792,0.308,18.0,48.0,1610612759,82.0,0.33299999999999996,0.813,0.25,23.0,52.0,1,0
22344,2015-02-06,21400757,Final,1610612759,1610612748,2014,1610612759,98.0,0.48200000000000004,0.778,0.379,31.0,43.0,1610612748,85.0,0.45,0.889,0.313,23.0,37.0,1,1
22357,2015-02-04,21400739,Final,1610612759,1610612753,2014,1610612759,110.0,0.524,0.5710000000000001,0.43799999999999994,32.0,41.0,1610612753,103.0,0.5,0.643,0.47600000000000003,27.0,39.0,1,1
22384,2015-01-31,21400714,Final,1610612759,1610612746,2014,1610612759,85.0,0.373,0.679,0.33299999999999996,18.0,36.0,1610612746,105.0,0.44,0.9440000000000001,0.364,20.0,56.0,0,0
22407,2015-01-28,21400689,Final,1610612759,1610612766,2014,1610612759,95.0,0.42200000000000004,0.833,0.345,23.0,49.0,1610612766,86.0,0.41,0.857,0.33299999999999996,23.0,43.0,1,1
22427,2015-01-25,21400663,Final,1610612759,1610612749,2014,1610612759,101.0,0.42200000000000004,0.867,0.22699999999999998,22.0,41.0,1610612749,95.0,0.47600000000000003,0.6920000000000001,0.47100000000000003,29.0,42.0,1,1
22444,2015-01-23,21400648,Final,1610612759,1610612747,2014,1610612759,99.0,0.429,0.741,0.292,19.0,52.0,1610612747,85.0,0.39799999999999996,0.7,0.385,18.0,40.0,1,1
22448,2015-01-22,21400637,Final,1610612741,1610612759,2014,1610612741,104.0,0.474,0.813,0.316,19.0,46.0,1610612759,81.0,0.37,0.833,0.28600000000000003,17.0,39.0,1,0
22465,2015-01-20,21400624,Final,1610612743,1610612759,2014,1610612743,99.0,0.46799999999999997,0.69,0.35700000000000004,26.0,42.0,1610612759,109.0,0.452,0.815,0.40700000000000003,27.0,44.0,0,1
22480,2015-01-18,21400610,Final,1610612759,1610612762,2014,1610612759,89.0,0.38799999999999996,0.826,0.47100000000000003,23.0,49.0,1610612762,69.0,0.33299999999999996,0.625,0.3,23.0,48.0,1,1
22497,2015-01-16,21400595,Final,1610612759,1610612757,2014,1610612759,110.0,0.447,0.882,0.379,34.0,49.0,1610612757,96.0,0.5,0.8,0.316,20.0,32.0,1,1
22505,2015-01-14,21400574,Final,1610612766,1610612759,2014,1610612766,93.0,0.384,0.657,0.308,15.0,48.0,1610612759,98.0,0.435,0.8,0.381,27.0,42.0,0,1
22517,2015-01-13,21400569,Final,1610612764,1610612759,2014,1610612764,101.0,0.493,0.875,0.5,20.0,48.0,1610612759,93.0,0.396,0.667,0.31,26.0,34.0,1,0
22538,2015-01-10,21400556,Final,1610612750,1610612759,2014,1610612750,93.0,0.395,1.0,0.2,17.0,42.0,1610612759,108.0,0.488,0.85,0.375,21.0,45.0,0,1
22547,2015-01-09,21400545,Final,1610612759,1610612756,2014,1610612759,100.0,0.4270000000000001,0.722,0.478,28.0,40.0,1610612756,95.0,0.446,0.667,0.26899999999999996,23.0,48.0,1,1
22568,2015-01-06,21400521,Final,1610612759,1610612765,2014,1610612759,104.0,0.456,0.6759999999999999,0.429,24.0,41.0,1610612765,105.0,0.47100000000000003,0.7140000000000001,0.158,19.0,45.0,0,0
22590,2015-01-03,21400499,Final,1610612759,1610612764,2014,1610612759,101.0,0.551,0.611,0.25,27.0,38.0,1610612764,92.0,0.488,0.615,0.28600000000000003,23.0,31.0,1,1
22612,2014-12-31,21400481,Final,1610612759,1610612740,2014,1610612759,95.0,0.43799999999999994,0.611,0.25,24.0,48.0,1610612740,93.0,0.382,0.85,0.28600000000000003,15.0,52.0,1,1
22617,2014-12-30,21400468,Final,1610612763,1610612759,2014,1610612763,95.0,0.486,0.818,0.467,25.0,39.0,1610612759,87.0,0.449,0.706,0.22699999999999998,17.0,37.0,1,0
22631,2014-12-28,21400454,Final,1610612759,1610612745,2014,1610612759,110.0,0.47,0.875,0.3670000000000001,22.0,38.0,1610612745,106.0,0.494,0.581,0.364,20.0,42.0,1,1
22651,2014-12-26,21400437,Final,1610612740,1610612759,2014,1610612740,97.0,0.41700000000000004,0.875,0.353,25.0,44.0,1610612759,90.0,0.493,0.7140000000000001,0.429,25.0,39.0,1,0
22658,2014-12-25,21400428,Final,1610612759,1610612760,2014,1610612759,106.0,0.519,0.7140000000000001,0.304,33.0,38.0,1610612760,114.0,0.519,0.5529999999999999,0.6,25.0,47.0,0,0
22678,2014-12-22,21400414,Final,1610612759,1610612746,2014,1610612759,125.0,0.636,0.636,0.565,37.0,33.0,1610612746,118.0,0.5,0.759,0.41700000000000004,23.0,36.0,1,1
22693,2014-12-20,21400397,Final,1610612742,1610612759,2014,1610612742,99.0,0.43,0.8,0.34600000000000003,18.0,40.0,1610612759,93.0,0.41600000000000004,1.0,0.231,10.0,48.0,1,0
22703,2014-12-19,21400390,Final,1610612759,1610612757,2014,1610612759,119.0,0.413,0.8079999999999999,0.4,24.0,60.0,1610612757,129.0,0.4270000000000001,0.9570000000000001,0.371,18.0,58.0,0,0
22716,2014-12-17,21400375,Final,1610612759,1610612763,2014,1610612759,116.0,0.41,0.48100000000000004,0.486,31.0,60.0,1610612763,117.0,0.449,0.7859999999999999,0.37,29.0,58.0,0,0
22732,2014-12-15,21400361,Final,1610612757,1610612759,2014,1610612757,108.0,0.461,0.8640000000000001,0.389,18.0,46.0,1610612759,95.0,0.48700000000000004,0.682,0.364,19.0,42.0,1,0
22740,2014-12-14,21400354,Final,1610612743,1610612759,2014,1610612743,91.0,0.41,0.7140000000000001,0.5,20.0,45.0,1610612759,99.0,0.45899999999999996,0.743,0.313,26.0,43.0,0,1
22760,2014-12-12,21400339,Final,1610612759,1610612747,2014,1610612759,110.0,0.467,0.667,0.387,23.0,47.0,1610612747,112.0,0.45799999999999996,0.8,0.5,27.0,49.0,0,0
22770,2014-12-10,21400322,Final,1610612759,1610612752,2014,1610612759,109.0,0.507,0.833,0.526,22.0,35.0,1610612752,95.0,0.48700000000000004,0.882,0.4,22.0,36.0,1,1
22779,2014-12-09,21400314,Final,1610612762,1610612759,2014,1610612762,100.0,0.5,0.727,0.28600000000000003,18.0,43.0,1610612759,96.0,0.46399999999999997,0.609,0.2,23.0,37.0,1,0
22798,2014-12-06,21400291,Final,1610612759,1610612750,2014,1610612759,123.0,0.573,0.88,0.389,30.0,43.0,1610612750,101.0,0.42200000000000004,0.7809999999999999,0.375,20.0,33.0,1,1
22807,2014-12-05,21400282,Final,1610612763,1610612759,2014,1610612763,101.0,0.46299999999999997,0.846,0.41700000000000004,19.0,37.0,1610612759,107.0,0.47600000000000003,0.813,0.56,25.0,44.0,0,1
22819,2014-12-03,21400266,Final,1610612751,1610612759,2014,1610612751,95.0,0.41100000000000003,0.667,0.474,20.0,54.0,1610612759,93.0,0.35600000000000004,0.75,0.375,23.0,58.0,1,0
22836,2014-12-01,21400249,Final,1610612755,1610612759,2014,1610612755,103.0,0.4270000000000001,0.6,0.414,22.0,42.0,1610612759,109.0,0.434,0.8,0.34600000000000003,25.0,52.0,0,1
22840,2014-11-30,21400241,Final,1610612738,1610612759,2014,1610612738,89.0,0.414,0.733,0.33299999999999996,21.0,42.0,1610612759,111.0,0.48200000000000004,0.9,0.423,25.0,45.0,0,1
22862,2014-11-28,21400231,Final,1610612759,1610612758,2014,1610612759,112.0,0.512,0.8,0.5,29.0,33.0,1610612758,104.0,0.507,0.846,0.6,22.0,46.0,1,1
22876,2014-11-26,21400220,Final,1610612759,1610612754,2014,1610612759,106.0,0.5539999999999999,0.655,0.33299999999999996,21.0,45.0,1610612754,100.0,0.46,0.556,0.47600000000000003,23.0,36.0,1,1
22903,2014-11-22,21400191,Final,1610612759,1610612751,2014,1610612759,99.0,0.519,0.818,0.381,29.0,48.0,1610612751,87.0,0.374,1.0,0.33299999999999996,24.0,44.0,1,1
22910,2014-11-21,21400177,Final,1610612750,1610612759,2014,1610612750,92.0,0.41100000000000003,0.636,0.308,16.0,34.0,1610612759,121.0,0.5479999999999999,0.889,0.619,26.0,53.0,0,1
22919,2014-11-19,21400159,Final,1610612739,1610612759,2014,1610612739,90.0,0.446,0.6920000000000001,0.389,23.0,38.0,1610612759,92.0,0.473,0.68,0.313,26.0,42.0,0,1
22940,2014-11-17,21400152,Final,1610612759,1610612755,2014,1610612759,100.0,0.444,0.857,0.385,27.0,52.0,1610612755,75.0,0.325,0.708,0.154,15.0,39.0,1,1
22954,2014-11-15,21400139,Final,1610612758,1610612759,2014,1610612758,94.0,0.43,0.833,0.0,19.0,42.0,1610612759,91.0,0.425,0.889,0.292,24.0,38.0,1,0
22966,2014-11-14,21400131,Final,1610612747,1610612759,2014,1610612747,80.0,0.373,0.71,0.16699999999999998,17.0,46.0,1610612759,93.0,0.413,0.85,0.435,28.0,44.0,0,1
22985,2014-11-11,21400108,Final,1610612744,1610612759,2014,1610612744,100.0,0.5429999999999999,0.85,0.35,23.0,38.0,1610612759,113.0,0.495,0.733,0.4,28.0,36.0,0,1
22990,2014-11-10,21400102,Final,1610612746,1610612759,2014,1610612746,85.0,0.446,0.8240000000000001,0.22699999999999998,26.0,44.0,1610612759,89.0,0.39799999999999996,0.778,0.105,20.0,39.0,0,1
23006,2014-11-08,21400089,Final,1610612759,1610612740,2014,1610612759,99.0,0.45,0.759,0.278,15.0,49.0,1610612740,100.0,0.47100000000000003,0.857,0.381,22.0,30.0,0,0
23018,2014-11-06,21400069,Final,1610612745,1610612759,2014,1610612745,98.0,0.47200000000000003,0.606,0.37,18.0,44.0,1610612759,81.0,0.344,0.895,0.1,17.0,41.0,1,0
23027,2014-11-05,21400064,Final,1610612759,1610612737,2014,1610612759,94.0,0.449,0.711,0.294,25.0,50.0,1610612737,92.0,0.413,0.727,0.32,26.0,37.0,1,1
23065,2014-10-31,21400024,Final,1610612756,1610612759,2014,1610612756,94.0,0.402,0.846,0.111,15.0,50.0,1610612759,89.0,0.41,0.7390000000000001,0.32,20.0,45.0,1,0
23086,2014-10-28,21400002,Final,1610612759,1610612742,2014,1610612759,101.0,0.529,0.813,0.5,23.0,38.0,1610612742,100.0,0.48700000000000004,0.8420000000000001,0.381,17.0,33.0,1,1
23092,2014-10-24,11400113,Final,1610612745,1610612759,2014,1610612745,96.0,0.42200000000000004,0.647,0.429,16.0,46.0,1610612759,87.0,0.406,0.7929999999999999,0.308,24.0,38.0,1,0
23105,2014-10-22,11400105,Final,1610612759,1610612737,2014,1610612759,107.0,0.532,0.818,0.318,25.0,38.0,1610612737,117.0,0.519,0.735,0.48,29.0,34.0,0,0
23120,2014-10-20,11400091,Final,1610612759,1610612758,2014,1610612759,106.0,0.46799999999999997,0.889,0.308,24.0,36.0,1610612758,99.0,0.507,0.778,0.125,19.0,39.0,1,1
23129,2014-10-18,11400078,Final,1610612759,1610612748,2014,1610612759,108.0,0.413,0.833,0.387,27.0,50.0,1610612748,111.0,0.455,0.723,0.318,20.0,37.0,0,0
23142,2014-10-16,11400062,Final,1610612756,1610612759,2014,1610612756,121.0,0.556,0.625,0.524,27.0,36.0,1610612759,90.0,0.444,0.677,0.263,20.0,41.0,1,0
